Cusip,ISIN,Description,Ticker,Coupon,Maturity,Composite Rating,Currency,Country,Sector Level 1,Sector Level 2,Sector Level 3,Sector Level 4,Type,Face Value,Price,Accrued Interest,% Weight,Cash,Duration To Worst,Yield to Worst,Effective Duration,Effective Yield,OAS vs Govt,Prior Month-End Price,Prior Month-End Accrued Interest,Prior Month-End % Weight,Prior Month-End Duration To Worst,Prior Month-End Yield To Worst,Prior Month-End Effective Duration,Prior Month-End Effective Yield,Prior Month-End OAS vs Govt,TRR % MTD LOC,Excess Rtn % MTD,Asset Swap Spread,Prior Month-End Asset Swap Spread,OAS vs Swap ,Prior Month-End OAS vs Swap
'026375AR',US026375AR68,American Greetings Corporation,AMEGRE,8.75,4/15/25,CCC1,USD,US,Corporate,Industrials,Consumer Goods,Personal & Household Products,SENR,286.3,99,1.385417,0.01901,0,3.495,9.028,3.255,9.009,872,96.5,1.118,0.01866,3.502,9.747,3.508,9.747,945,2.835,2.788,849,906,867,940
'05330KAA',US05330KAA34,Autopistas Metropolitanas de Puerto Rico LLC,AMETPR,6.75,6/30/35,BB1,USD,PR,Corporate,Industrials,Transportation,Transport Infrastructure/Services,SECR,406.9,85.14591,1.35,0.02328,0,5.501,9.511,5.376,9.624,893,85.369,1.144,0.0235,5.54,9.456,5.414,9.567,890,-0.02,0.109,751,751,890,887
'69356MAA',US69356MAA45,Pm General Purchaser Llc,AMGENE,9.5,10/1/28,B2,USD,US,Corporate,Industrials,Capital Goods,Aerospace/Defense,SECR,608,109.5,1.873611,0.04478,0,3.813,7.119,3.875,7.266,666,109,1.583,0.04489,3.838,7.249,3.985,7.411,682,0.715,0.702,671,688,662,678
'02753GAA',US02753GAA76,American Midstream Partners LP/ American Midstream Finance Corporation,AMID,9.5,12/15/21,CCC1,USD,US,Corporate,Industrials,Energy,Gas Distribution,SENR,430.7,99.75,4.670834,0.02975,0,0.897,9.764,0.721,9.764,966,99.5,4.381,0.02987,0.925,10.01,0.921,10.01,990,0.52,0.512,260,332,959,980
'031652BK',US031652BK50,Amkor Technology Inc.,AMKR,6.625,9/15/27,BB3,USD,US,Corporate,Industrials,Technology & Electronics,Electronics,SENR,532,108.5,1.601042,0.03874,0,1.193,3.549,1.573,3.969,342,108.5,1.399,0.03903,1.222,3.611,1.62,4.011,347,0.184,0.17,310,318,334,337
'00175PAC',US00175PAC77,AMN Healthcare Allied Inc,AMN,4,4/15/29,BB3,USD,US,Corporate,Industrials,Healthcare,Health Services,SENR,354.7,102.5,0.577778,0.02418,0,4.76,3.482,5.825,3.425,272,102.375,0.456,0.02435,4.789,3.511,5.843,3.441,277,0.24,0.319,263,267,270,274
'00175PAB',US00175PAB94,AMN Healthcare Allied Inc,AMN,4.625,10/1/27,BB3,USD,US,Corporate,Industrials,Healthcare,Health Services,SENR,506.7,103.75,0.912153,0.03507,0,3.446,3.56,3.658,3.589,302,104.5,0.771,0.03561,1.74,3.307,3.305,3.363,281,-0.578,-0.595,288,267,298,274
'032177AJ',US032177AJ66,Amsted Industries Incorporated,AMSIND,4.625,5/15/30,BB3,USD,US,Corporate,Industrials,Capital Goods,Diversified Capital Goods,SENR,405.3,105,0.346875,0.02824,0,6.258,3.844,6.316,3.731,296,106.113,0.206,0.02877,4.013,3.61,6.12,3.541,281,-0.914,-0.8,290,277,294,277
'032177AH',US032177AH01,Amsted Industries Incorporated,AMSIND,5.625,7/1/27,BB3,USD,US,Corporate,Industrials,Capital Goods,Diversified Capital Goods,SENR,405.3,105.5,2.515625,0.02895,0,1.449,3.722,2.493,3.942,341,106.125,2.344,0.02935,1.482,3.363,2.191,3.676,315,-0.418,-0.439,297,272,334,305
'03217CAA',US03217CAA45,Ams Ag,AMSSW,7,7/31/25,BB3,USD,AT,Corporate,Industrials,Technology & Electronics,Electronics,SENR,456,108.1,3.033333,0.03352,0,2.344,4.342,2.641,4.511,418,110.521,2.819,0.03451,2.387,3.461,2.152,3.639,330,-1.947,-1.984,403,307,410,319
'030506AA',US030506AA79,American Woodmark Corporation,AMWD,4.875,3/15/26,BB2,USD,US,Corporate,Industrials,Basic Industry,Building Materials,SENR,354.7,102.244,1.178125,0.02426,0,2.104,3.826,2.075,3.991,359,102.25,1.029,0.02446,2.133,3.836,2.133,4.004,359,0.138,0.105,354,313,352,351
'031921AA',US031921AA74,Amwins Group Inc,AMWINS,7.75,7/1/26,B3,USD,US,Corporate,Financial,Insurance,Insurance Brokerage,SENR,658.7,108.07,3.465972,0.04859,0,0.527,3.391,0.524,3.748,332,108,3.229,0.04892,0.556,3.702,0.553,4.059,363,0.276,0.273,204,232,321,349
'003000AA',US003000AA44,Abercrombie & Fitch Management Co,ANF,8.75,7/15/25,BB2,USD,US,Corporate,Industrials,Retail,Specialty Retail,SECR,354.7,109.104,3.888889,0.02651,0,1.435,5.369,1.62,5.595,528,108.75,3.622,0.02661,1.463,5.635,1.792,5.845,552,0.553,0.526,472,497,518,540
'001846AA',US001846AA20,Angi Group Llc,ANGI,3.875,8/15/28,BB3,USD,US,Corporate,Industrials,Media,Advertising,SENR,506.7,99,1.205556,0.03358,0,6.496,4.027,5.889,3.934,328,98.875,1.087,0.03382,6.524,4.046,5.92,3.953,333,0.244,0.311,312,316,327,330
'037411BE',US037411BE40,Apache Corporation,APA,4.375,10/15/28,BB1,USD,US,Corporate,Industrials,Energy,Energy - Exploration & Production,SENR,1006.1,103.25,0.692708,0.06916,0,6.394,3.877,6.569,3.873,321,102,0.559,0.06889,6.41,4.067,6.582,4.06,343,1.349,1.467,318,336,320,340
'037411BF',US037411BF15,Apache Corporation,APA,4.25,1/15/30,BB1,USD,US,Corporate,Industrials,Energy,Energy - Exploration & Production,SENR,587.3,103.125,1.735417,0.04073,0,7.225,3.83,7.419,3.827,307,99.5,1.606,0.03964,7.372,4.316,7.403,4.309,359,3.714,3.945,302,346,305,356
'037411BG',US037411BG97,Apache Corporation,APA,5.35,7/1/49,BB1,USD,US,Corporate,Industrials,Energy,Energy - Exploration & Production,SENR,395.2,100.5,2.392639,0.02689,0,14.14,5.315,14.447,5.308,389,97,2.229,0.02618,14.024,5.56,14.214,5.554,419,3.692,4.329,392,414,410,441
'037411BH',US037411BH70,Apache Corporation,APA,4.625,11/15/25,BB1,USD,US,Corporate,Industrials,Energy,Energy - Exploration & Production,SENR,506.7,104.095,1.477431,0.03538,0,4.137,3.66,4.247,3.674,330,103.97,1.336,0.03562,4.166,3.694,4.273,3.706,333,0.253,0.201,329,331,328,329
'037411BJ',US037411BJ37,Apache Corporation,APA,4.875,11/15/27,BB1,USD,US,Corporate,Industrials,Energy,Energy - Exploration & Production,SENR,760,105.5,1.557292,0.05381,0,5.438,3.895,5.67,3.908,333,104.45,1.408,0.05371,5.458,4.08,5.693,4.085,352,1.133,1.17,334,351,332,351
'037411AR',US037411AR61,Apache Corporation,APA,6,1/15/37,BB1,USD,US,Corporate,Industrials,Energy,Energy - Exploration & Production,SENR,473.1,107.75,2.45,0.03448,0,10.251,5.279,10.393,5.279,420,105.25,2.267,0.03396,10.198,5.504,10.328,5.504,448,2.496,2.956,425,448,423,450
'037411AW',US037411AW56,Apache Corporation,APA,5.1,9/1/40,BB1,USD,US,Corporate,Industrials,Energy,Energy - Exploration & Production,SENR,1361.3,105,1.430833,0.09582,0,12.193,4.701,12.59,4.696,344,103.303,1.275,0.09505,12.156,4.834,12.548,4.827,363,1.772,2.38,350,365,355,374
'037411AY',US037411AY13,Apache Corporation,APA,5.25,2/1/42,BB1,USD,US,Corporate,Industrials,Energy,Energy - Exploration & Production,SENR,421.1,105.268,1.910417,0.02985,0,12.518,4.843,12.912,4.838,354,102.67,1.75,0.02936,12.431,5.04,12.822,5.033,379,2.642,3.259,362,383,367,393
'037411BA',US037411BA28,Apache Corporation,APA,4.75,4/15/43,BB1,USD,US,Corporate,Industrials,Energy,Energy - Exploration & Production,SENR,1147.7,102.82,0.752083,0.07862,0,13.536,4.545,13.987,4.537,319,99.75,0.607,0.0769,13.595,4.768,13.865,4.759,346,3.204,3.873,326,348,335,363
'037411BC',US037411BC83,Apache Corporation,APA,4.25,1/15/44,BB1,USD,US,Corporate,Industrials,Energy,Energy - Exploration & Production,SENR,566.1,98.25,1.735417,0.03744,0,14.282,4.371,14.607,4.363,297,96,1.606,0.03689,14.194,4.531,14.518,4.523,319,2.438,3.142,298,316,315,338
'03764BAB',US03764BAB18,Apex Tool Group LLC,APEXTO,9,2/15/23,CCC3,USD,US,Corporate,Industrials,Capital Goods,Diversified Capital Goods,SENR,329.3,97,2.925,0.02176,0,1.866,10.566,1.868,10.566,1046,96.25,2.65,0.02174,1.891,10.944,1.892,10.944,1082,1.036,1.002,1003,1031,1036,1070
'03959KAA',US03959KAA88,Archrock Partners LP/Archrock Partners Finance Corp,APLP,6.875,4/1/27,B2,USD,US,Corporate,Industrials,Energy,Oil Field Equipment & Services,SENR,506.7,106.25,1.355903,0.03606,0,3.673,5.231,3.286,5.29,479,103.895,1.146,0.03553,3.685,5.842,4.184,5.916,542,2.442,2.417,468,533,474,538
'03959KAC',US03959KAC45,Archrock Partners LP/Archrock Partners Finance Corp,APLP,6.25,4/1/28,B2,USD,US,Corporate,Industrials,Energy,Oil Field Equipment & Services,SENR,506.7,106.25,1.232639,0.03602,0,2.113,4.654,3.687,4.745,415,103.108,1.042,0.03523,4.461,5.566,4.741,5.536,496,3.2,3.217,404,482,410,492
'030981AK',US030981AK06,Amerigas Partners L.P./Amerigas Finance Corp.,APU,5.5,5/20/25,BB3,USD,US,Corporate,Industrials,Energy,Gas Distribution,SENR,709.3,109.5,0.336111,0.05153,0,3.749,3.067,3.768,3.096,279,109.75,0.168,0.05205,3.78,3.022,3.796,3.049,273,-0.075,-0.126,285,278,274,268
'030981AL',US030981AL88,Amerigas Partners L.P./Amerigas Finance Corp.,APU,5.75,5/20/27,BB3,USD,US,Corporate,Industrials,Energy,Gas Distribution,SENR,532,113.5,0.351389,0.04006,0,5.255,3.319,5.332,3.338,281,113,0.176,0.0402,5.28,3.413,5.353,3.429,291,0.597,0.605,295,304,280,289
'030981AH',US030981AH76,Amerigas Partners L.P./Amerigas Finance Corp.,APU,5.625,5/20/24,BB3,USD,US,Corporate,Industrials,Energy,Gas Distribution,SENR,684,109.631,0.34375,0.04975,0,2.999,2.54,2.999,2.556,236,109,0.172,0.04985,3.025,2.756,3.025,2.772,256,0.735,0.688,238,257,229,248
'030981AJ',US030981AJ33,Amerigas Partners L.P./Amerigas Finance Corp.,APU,5.875,8/20/26,BB3,USD,US,Corporate,Industrials,Energy,Gas Distribution,SENR,684,113.192,1.827778,0.05203,0,4.634,3.212,4.687,3.233,278,112.375,1.648,0.05207,4.657,3.378,4.708,3.396,295,0.874,0.843,291,307,276,292
'00213MAS',US00213MAS35,Apx Group Inc.,APXSEC,7.625,9/1/23,CCC2,USD,US,Corporate,Industrials,Services,Support-Services,SENR,405.3,103.5,2.139236,0.02832,0,0.684,5.222,0.766,5.247,512,103.75,1.906,0.02859,0.714,4.979,0.667,5.018,487,-0.016,-0.022,514,488,503,476
'00213MAK',US00213MAK09,Apx Group Inc.,APXSEC,7.875,12/1/22,B3,USD,US,Corporate,Industrials,Services,Support-Services,SECR,686,99.875,0.240625,0.04542,0,1.788,7.942,1.005,7.915,783,100.125,0,0.04586,0.081,6.367,0.08,6.424,632,-0.009,-0.013,762,624,773,623
'00213MAV',US00213MAV63,Apx Group Inc.,APXSEC,6.75,2/15/27,B3,USD,US,Corporate,Industrials,Services,Support-Services,SECR,608,107.25,2.19375,0.04401,0,1.979,4.692,3.078,4.818,432,108,1.988,0.04465,2.013,4.375,2.865,4.577,408,-0.494,-0.53,415,392,426,400
'03674XAJ',US03674XAJ54,Antero Resources Corporation,AR,5,3/1/25,B3,USD,US,Corporate,Industrials,Energy,Energy - Exploration & Production,SENR,597.9,86.3125,1.402778,0.03469,0,3.602,8.963,3.608,8.963,868,78.5,1.25,0.03183,3.56,11.536,3.566,11.536,1125,9.988,9.939,782,961,864,1120
'03674XAF',US03674XAF33,Antero Resources Corporation,AR,5.625,6/1/23,B3,USD,US,Corporate,Industrials,Energy,Energy - Exploration & Production,SENR,581.8,95,0.171875,0.03662,0,2.244,7.892,2.242,7.892,779,89.5,0,0.03476,2.24,10.51,2.238,10.51,1039,6.337,6.298,735,947,769,1028
'03674XAC',US03674XAC02,Antero Resources Corporation,AR,5.125,12/1/22,B3,USD,US,Corporate,Industrials,Energy,Energy - Exploration & Production,SENR,669.3,97,0.156597,0.04301,0,1.832,6.776,1.831,6.776,669,94.5,0,0.04223,1.848,8.161,1.847,8.161,806,2.811,2.777,637,755,659,793
'03851RAA',US03851RAA23,Aragvi Finance International Designated Activity Company,ARAGVI,12,4/9/24,B3,USD,CY,Corporate,Industrials,Consumer Goods,Food - Wholesale,SENR,304,109.25,2.1,0.02239,0,2.694,8.725,2.695,8.725,855,108,1.733,0.02227,2.714,9.167,2.715,9.167,897,1.473,1.431,883,919,848,889
'00191AAD',US00191AAD81,ARD Finance S.A.,ARDFIN,6.5,6/30/27,CCC2,USD,IE,Corporate,Industrials,Capital Goods,Packaging,SECR,1145.1,106,2.925,0.08249,0,3.459,4.849,3.143,4.896,437,105.375,2.726,0.08264,3.484,5.025,3.431,5.098,458,0.762,0.737,403,428,431,452
'00150LAA',US00150LAA98,AHP HEALTH PARTNERS INC,ARDT,9.75,7/15/26,CCC2,USD,US,Corporate,Industrials,Healthcare,Health Facilities,SENR,481.3,110.22,3.98125,0.03635,0,0.558,4.385,0.555,4.739,432,109.5,3.683,0.03637,0.584,5.686,0.587,6.044,562,0.899,0.896,290,392,421,549
'03969AAL',US03969AAL44,Ardagh Packaging Finance plc / Ardagh Holdings USA Inc.,ARGID,6,2/15/25,B3,USD,IE,Corporate,Industrials,Capital Goods,Packaging,SENR,810.7,103.375,1.95,0.05647,0,0.172,3.662,0.175,3.829,355,103.375,1.767,0.05691,0.202,3.971,0.34,4.109,381,0.174,0.17,352,381,341,372
'03969AAN',US03969AAN00,Ardagh Packaging Finance plc / Ardagh Holdings USA Inc.,ARGID,4.125,8/15/26,BB2,USD,IE,Corporate,Industrials,Capital Goods,Packaging,SECR,1231.2,103.125,0.309375,0.08422,0,3.387,3.217,3.419,3.258,280,103.75,0.183,0.08543,2.547,3.04,3.105,3.065,261,-0.48,-0.511,272,253,276,254
'03969AAP',US03969AAP57,Ardagh Packaging Finance plc / Ardagh Holdings USA Inc.,ARGID,5.25,8/15/27,B3,USD,IE,Corporate,Industrials,Capital Goods,Packaging,SENR,810.7,104,0.39375,0.05597,0,3.316,4.068,3.503,4.151,360,104.285,0.233,0.05657,3.347,3.995,3.387,4.068,353,-0.119,-0.136,351,345,356,347
'03969AAQ',US03969AAQ31,Ardagh Packaging Finance plc / Ardagh Holdings USA Inc.,ARGID,5.25,4/30/25,BB2,USD,IE,Corporate,Industrials,Capital Goods,Packaging,SECR,709.3,105.625,0.6125,0.04984,0,1.327,2.941,1.498,3.156,285,105.375,0.452,0.05011,1.356,3.161,1.683,3.364,305,0.388,0.366,269,290,276,293
'03969AAR',US03969AAR14,Ardagh Packaging Finance plc / Ardagh Holdings USA Inc.,ARGID,5.25,8/15/27,B3,USD,IE,Corporate,Industrials,Capital Goods,Packaging,SENR,1013.3,104,0.39375,0.06996,0,3.316,4.068,3.503,4.151,360,104.285,0.233,0.07071,3.347,3.995,3.387,4.068,353,-0.119,-0.136,351,345,356,347
'44988MAA',US44988MAA36,IRB HOLDING CORP,ARGIHC,6.75,2/15/26,CCC1,USD,US,Corporate,Industrials,Retail,Restaurants,SENR,491.5,103.5,1.06875,0.03399,0,1.991,5.031,1.392,5.32,493,103.5,0.863,0.03425,2.02,5.053,1.459,5.329,493,0.198,0.173,494,493,485,483
'44988MAC',US44988MAC91,IRB HOLDING CORP,ARGIHC,7,6/15/25,B2,USD,US,Corporate,Industrials,Retail,Restaurants,SECR,760,108.72,3.908333,0.05661,0,1.387,3.307,1.389,3.536,322,108.75,3.694,0.05705,1.417,3.352,1.418,3.583,326,0.164,0.144,270,274,312,313
'01879NAA',US01879NAA37,Alliance Resource Operating Partners LP/Alliance Resource Finance Corp,ARLP,7.5,5/1/25,BB3,USD,US,Corporate,Industrials,Basic Industry,Metals/Mining Excluding Steel,SENR,405.3,84,0.854167,0.02275,0,3.505,12.325,3.512,12.325,1204,75.75,0.625,0.02067,3.446,15.237,3.452,15.237,1494,11.102,11.056,1067,1249,1200,1489
'038522AN',US038522AN85,Aramark Services Inc.,ARMK,4.75,6/1/26,B1,USD,US,Corporate,Industrials,Services,Support-Services,SENR,506.7,102.258,0.145139,0.03432,0,3.174,4.045,2.588,4.035,361,102,0,0.03451,3.202,4.13,2.947,4.135,370,0.395,0.363,350,361,356,365
'038522AP',US038522AP34,Aramark Services Inc.,ARMK,5,4/1/25,B1,USD,US,Corporate,Industrials,Services,Support-Services,SENR,608,102.375,0.986111,0.04156,0,2.144,3.909,1.882,4.055,376,102.75,0.833,0.04205,2.175,3.756,1.509,3.887,358,-0.215,-0.24,324,351,367,347
'038522AQ',US038522AQ17,Aramark Services Inc.,ARMK,5,2/1/28,B1,USD,US,Corporate,Industrials,Services,Support-Services,SENR,1165.3,105,1.819444,0.08232,0,1.985,3.678,3.652,3.74,314,105.125,1.667,0.08308,2.016,3.636,3.607,3.709,313,0.026,0.017,294,293,309,307
'038522AR',US038522AR99,Aramark Services Inc.,ARMK,6.375,5/1/25,B1,USD,US,Corporate,Industrials,Services,Support-Services,SENR,1520,106.375,0.726042,0.10767,0,1.317,3.864,1.53,4.074,377,106.5,0.531,0.10862,1.347,3.826,1.543,4.041,373,0.065,0.045,363,361,368,361
'03966VAB',US03966VAB36,Arconic Corporation,ARNC,6,5/15/25,BB1,USD,US,Corporate,Industrials,Basic Industry,Metals/Mining Excluding Steel,SECR,709.3,106.5,0.45,0.05017,0,1.361,3.361,1.474,3.583,328,107.63,0.267,0.0511,1.396,2.655,1.392,2.88,256,-0.877,-0.895,319,249,318,244
'03966VAA',US03966VAA52,Arconic Corporation,ARNC,6.125,2/15/28,BB3,USD,US,Corporate,Industrials,Basic Industry,Metals/Mining Excluding Steel,SECR,608,109.0325,1.990625,0.04464,0,2.008,3.164,2.605,3.562,297,108.5,1.803,0.04478,2.035,3.436,2.749,3.773,320,0.652,0.624,279,302,289,310
'042728AA',US042728AA35,Arrow BidCo LLC,ARWBID,9.5,3/15/24,B3,USD,US,Corporate,Financial,Financial Services,Investments & Misc Financial Services,SECR,344.5,87.5,2.295833,0.02046,0,2.592,14.426,2.591,14.426,1427,87.25,2.006,0.02053,2.619,14.494,2.618,14.494,1432,0.605,0.564,1293,1294,1420,1424
'043502AA',US043502AA19,Ascend Learning LLC,ASCLER,6.875,8/1/25,CCC2,USD,US,Corporate,Industrials,Services,Support-Services,SENR,304,102.875,2.501736,0.02119,0,0.605,4.909,0.938,5.148,482,103.25,2.292,0.02142,0.636,4.43,0.648,4.68,434,-0.156,-0.161,484,437,472,421
'043502AB',US043502AB91,Ascend Learning LLC,ASCLER,6.875,8/1/25,CCC2,USD,US,Corporate,Industrials,Services,Support-Services,SENR,354.7,102.75,2.501736,0.02469,0,1.502,5.096,1.101,5.301,497,103,2.292,0.02493,0.635,4.803,0.871,5.053,471,-0.038,-0.047,497,472,487,459
'04364VAG',US04364VAG86,Ascent Resources Utica Holdings LLC / ARU Finance Corp,ASCRES,7,11/1/26,B3,USD,US,Corporate,Industrials,Energy,Energy - Exploration & Production,SENR,608,95.95,0.797222,0.0389,0,4.678,7.87,4.646,7.866,741,94,0.583,0.03839,4.685,8.302,4.704,8.302,784,2.288,2.274,708,741,739,782
'04364VAK',US04364VAK98,Ascent Resources Utica Holdings LLC / ARU Finance Corp,ASCRES,9,11/1/27,B3,USD,US,Corporate,Industrials,Energy,Energy - Exploration & Production,SENR,352.4,110.72,1.475,0.02615,0,4.551,6.757,4.741,6.821,628,105.5,1.2,0.0251,4.525,7.816,4.806,7.845,732,5.15,5.156,649,735,626,729
'00191UAA',US00191UAA07,Asgn Incorporated,ASGN,4.625,5/15/28,BB3,USD,US,Corporate,Industrials,Services,Support-Services,SENR,557.3,103.49,0.346875,0.03827,0,3.972,3.761,4.637,3.772,315,104,0.206,0.03877,4.006,3.644,4.481,3.651,305,-0.354,-0.346,307,297,312,300
'044209AF',US044209AF18,Ashland Inc.,ASH,4.75,8/15/22,BB1,USD,US,Corporate,Industrials,Basic Industry,Chemicals,SENR,416.8,104.5,1.54375,0.02923,0,1.364,1.545,1.361,1.53,144,104.906,1.399,0.02958,1.396,1.335,1.392,1.323,122,-0.246,-0.263,133,109,135,110
'044209AM',US044209AM68,Ashland Inc.,ASH,6.875,5/15/43,BB1,USD,US,Corporate,Industrials,Basic Industry,Chemicals,SENR,285,133.1955,0.515625,0.0252,0,12.748,4.495,13.028,4.496,319,131.5,0.306,0.02508,12.713,4.597,12.989,4.598,335,1.446,2.058,385,401,333,350
'045086AF',US045086AF21,Ashton Woods (USA) LLC/Ashton Woods Finance Co.,ASHWOO,6.75,8/1/25,CCC1,USD,US,Corporate,Industrials,Basic Industry,Building & Construction,SENR,253.3,104.25,2.45625,0.01788,0,2.349,5.006,1.623,5.127,480,104.25,2.25,0.01801,2.379,5.023,1.716,5.157,481,0.194,0.167,481,481,471,471
'045086AH',US045086AH86,Ashton Woods (USA) LLC/Ashton Woods Finance Co.,ASHWOO,9.875,4/1/27,CCC1,USD,US,Corporate,Industrials,Basic Industry,Building & Construction,SENR,258.4,112,1.947569,0.01947,0,1.205,5.728,1.413,6.116,563,112.25,1.646,0.01965,1.235,5.625,1.385,6.009,553,0.045,0.03,543,539,554,541
'045086AK',US045086AK16,Ashton Woods (USA) LLC/Ashton Woods Finance Co.,ASHWOO,6.625,1/15/28,CCC1,USD,US,Corporate,Industrials,Basic Industry,Building & Construction,SENR,253.3,106.5,2.705208,0.01829,0,1.898,4.841,3.257,4.983,441,103.25,2.503,0.01788,4.212,5.879,4.468,5.865,530,3.265,3.27,411,508,435,527
'71367VAA',US71367VAA70,Perenti Finance Pty Ltd,ASLAU,6.5,10/7/25,BB2,USD,AU,Corporate,Industrials,Basic Industry,Metals/Mining Excluding Steel,SENR,456,106.4733,1.173611,0.03247,0,1.693,4.485,2.55,4.584,423,106.216,0.975,0.03263,1.722,4.653,2.723,4.703,434,0.425,0.385,413,426,416,426
'04624VAA',US04624VAA70,AssuredPartners Inc,ASSPAR,7,8/15/25,CCC2,USD,US,Corporate,Financial,Insurance,Insurance Brokerage,SENR,506.7,102.75,2.275,0.0352,0,1.537,5.257,1.242,5.49,516,103.25,2.061,0.03563,0.673,4.717,0.766,4.969,462,-0.272,-0.279,516,466,506,450
'40060QAA',US40060QAA31,GTCR AP Finance Inc,ASSPAR,8,5/15/27,CCC2,USD,US,Corporate,Financial,Insurance,Insurance Brokerage,SENR,481.3,107.75,0.6,0.03449,0,1.338,5.034,1.799,5.399,489,108.125,0.356,0.03486,1.369,4.835,1.679,5.22,472,-0.12,-0.139,485,472,481,461
'04625HAA',US04625HAA77,Aston Martin Capital Holdings LTD,ASTONM,6.5,4/15/22,CCC2,USD,GB,Corporate,Industrials,Automotive,Automakers,SECR,405.3,101.328,0.866667,0.02739,0,0,0,0,0,0,101.678,0.831,0.02774,0.008,0.136,0.008,0.136,0,-0.306,-0.31,0,-9,0,-9
'04625HAG',US04625HAG48,Aston Martin Capital Holdings LTD,ASTONM,10.5,11/30/25,CCC2,USD,GB,Corporate,Industrials,Automotive,Automakers,SECR,1100,106.655,0.758333,0.07814,0,3.155,8.454,3.281,8.55,820,104,0.438,0.0767,3.163,9.259,3.39,9.325,897,2.849,2.803,830,895,815,891
'001940AA',US001940AA33,ATS Automation Tooling Systems Inc.,ATACN,6.5,6/15/23,B2,USD,CA,Corporate,Industrials,Capital Goods,Machinery,SENR,253.3,101.25,3.195833,0.0175,0,0.483,3.99,0.481,4.037,393,101.375,2.997,0.01765,0.513,3.893,0.511,3.955,383,0.071,0.068,389,376,381,368
'04682RAC',US04682RAC16,Athabasca Oil Corporation,ATHCN,9.875,2/24/22,B3,USD,CA,Corporate,Industrials,Energy,Energy - Exploration & Production,SECR,456,36.5,2.9625,0.0119,0,0.851,99.99,0.658,100,10000,35,2.661,0.01146,0.895,99.99,0.671,100,10000,4.784,4.776,6169,6160,10000,10000
'01741RAF',US01741RAF91,Allegheny Technologies Incorporated,ATI,7.875,8/15/23,B3,USD,US,Corporate,Industrials,Basic Industry,Steel Producers/Products,SENR,506.7,109.5,2.559375,0.03755,0,2.171,3.741,2.168,3.748,363,108.25,2.319,0.0374,2.193,4.299,2.19,4.308,417,1.348,1.309,364,416,353,405
'01741RAH',US01741RAH57,Allegheny Technologies Incorporated,ATI,5.875,12/1/27,B3,USD,US,Corporate,Industrials,Basic Industry,Steel Producers/Products,SENR,354.7,105.72,0.179514,0.02484,0,1.85,4.261,3.36,4.347,377,104,0,0.02463,3.547,4.765,4.078,4.847,429,1.826,1.816,374,423,372,424
'14180LAA',US14180LAA44,Cargo Aircraft Management Inc,ATSG,4.75,2/1/28,B1,USD,US,Corporate,Financial,Financial Services,Cons/Comm/Lease Financing,SENR,506.7,103.875,1.728472,0.03539,0,3.681,3.729,4.089,3.756,316,103.625,1.583,0.03559,3.709,3.8,4.197,3.823,324,0.376,0.375,298,306,312,319
'73179PAM',US73179PAM86,Avient Corporation,AVNT,5.75,5/15/25,BB3,USD,US,Corporate,Industrials,Basic Industry,Chemicals,SENR,658.7,106.25,0.43125,0.04648,0,1.363,3.213,1.495,3.436,313,106.875,0.256,0.04711,1.396,2.842,1.42,3.068,275,-0.419,-0.437,303,267,303,263
'73179PAK',US73179PAK21,Avient Corporation,AVNT,5.25,3/15/23,BB3,USD,US,Corporate,Industrials,Basic Industry,Chemicals,SENR,608,107.627,1.26875,0.04379,0,2.12,1.788,2.116,1.788,169,107.655,1.108,0.04415,2.15,1.819,2.145,1.819,170,0.122,0.083,164,164,159,158
'054303BA',US054303BA99,Avon Products Inc.,AVP,7,3/15/23,BB3,USD,US,Corporate,Industrials,Consumer Goods,Personal & Household Products,SENR,495.4,108.125,1.691667,0.03598,0,2.069,3.237,2.065,3.237,314,108.221,1.478,0.03628,2.099,3.241,2.094,3.241,313,0.107,0.069,315,312,304,301
'05352TAA',US05352TAA79,Avantor Funding Inc,AVTR,4.625,7/15/28,B1,USD,US,Corporate,Industrials,Healthcare,Medical Products,SENR,1570.7,105.77,1.862847,0.11181,0,2.397,3.151,4.085,3.241,260,105.25,1.722,0.11218,2.424,3.366,4.24,3.373,276,0.618,0.622,245,260,256,271
'053499AL',US053499AL36,Avaya Inc.,AVYA,6.125,9/15/28,B1,USD,US,Corporate,Industrials,Technology & Electronics,Software/Services,SECR,1013.3,105.25,1.310069,0.07141,0,4.067,4.874,4.595,4.939,430,105.5,1.123,0.07213,4.098,4.823,4.539,4.877,426,-0.059,-0.049,420,417,427,422
'02406PAR',US02406PAR10,American Axle & Manufacturing Inc.,AXL,6.25,4/1/25,B3,USD,US,Corporate,Industrials,Automotive,Auto Parts & Equipment,SENR,709.3,103.5,1.232639,0.04913,0,1.231,4.622,1.269,4.758,447,103.491,1.042,0.0495,2.14,4.65,1.374,4.796,449,0.191,0.168,445,445,437,438
